model,task,prompt_combo,prompt_text,raw_response,prediction,latency_sec,true_label,correct,true_positive,false_positive,true_negative,false_negative,gt_label,summary_accuracy,summary_precision,summary_recall,summary_f1_score,summary_total_predictions,summary_emissions_kgCO2
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

from .node import Node
from .shortest_path_length import shortest_path_length


""""""
Test shortest path length
""""""
def main():

    node1 = Node(""1"")
    node5 = Node(""5"")
    node4 = Node(""4"", None, [node5])
    node3 = Node(""3"", None, [node4])
    ...",0,0,0.2755,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .shortest_path_length import shortest_path_length


""""""
Test shortest path length
""""""
def main():

    node1 = Node(""1"")
    node5 = Node(""5"")
    node4 = Node(""4"", None, [node5])
    node3 = Node(""3"", None, [node4])
    no...",0,0,0.2857,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def detect_cycle(node):
    hare = tortoise = node

    while True:
        if hare is None or hare.successor is None:
            return False

        tortoise = tortoise.successor
        hare = hare.successor.successor

        if hare is tortoise:
...",1,1,0.2039,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def lis(arr):
    ends = {}
    longest = 0

    for i, val in enumerate(arr):

        prefix_lengths = [j for j in range(1, longest + 1) if arr[ends[j]] < val]

        length = max(prefix_lengths) if prefix_lengths else 0

        if length == longe...",0,0,0.2231,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def sqrt(x, epsilon):
    approx = x / 2
    while abs(x - approx) > epsilon:
        approx = 0.5 * (approx + x / approx)
    return approx

""""""
Square Root

Newton-Raphson method implementation.


Input:
    x: A float
    epsilon: A float

Pre...",1,1,0.2111,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def find_first_in_sorted(arr, x):
    lo = 0
    hi = len(arr)

    while lo < hi:
        mid = (lo + hi) // 2

        if x == arr[mid] and (mid == 0 or x != arr[mid - 1]):
            return mid

        elif x <= arr[mid]:
            hi = mid

...",1,1,0.2875,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def mergesort(arr):
    def merge(left, right):
        result = []
        i = 0
        j = 0
        while i < len(left) and j < len(right):
            if left[i] <= right[j]:
                result.append(left[i])
                i += 1
           ...",0,0,0.3836,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def quicksort(arr):
    if not arr:
        return []

    pivot = arr[0]
    lesser = quicksort([x for x in arr[1:] if x < pivot])
    greater = quicksort([x for x in arr[1:] if x > pivot])
    return lesser + [pivot] + greater

""""""
QuickSort


Input...",0,0,0.1719,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def next_palindrome(digit_list):
    high_mid = len(digit_list) // 2
    low_mid = (len(digit_list) - 1) // 2
    while high_mid < len(digit_list) and low_mid >= 0:
        if digit_list[high_mid] == 9:
            digit_list[high_mid] = 0
            digit_...",0,0,0.2021,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .shortest_paths import shortest_paths


""""""
Test shortest paths
""""""
def main():
    # Case 1: Graph with multiple paths
    # Output: {'A': 0, 'C': 3, 'B': 1, 'E': 5, 'D': 10, 'F': 4}
    graph = {
        ('A', 'B'): 3,
        ('A', 'C'): 3,
   ...",0,0,0.3224,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def bitcount(n):
    count = 0
    while n:
        n &= n - 1
        count += 1
    return count
",1,1,0.1795,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def max_sublist_sum(arr):
    max_ending_here = 0
    max_so_far = 0

    for x in arr:
        max_ending_here = max_ending_here + x
        max_so_far = max(max_so_far, max_ending_here)

    return max_so_far


""""""
Max Sublist Sum
max-sublist-sum...",0,0,0.1957,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def next_permutation(perm):
    for i in range(len(perm) - 2, -1, -1):
        if perm[i] < perm[i + 1]:
            for j in range(len(perm) - 1, i, -1):
                if perm[i] < perm[j]:
                    next_perm = list(perm)
                    ...",0,0,0.2426,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def flatten(arr):
    for x in arr:
        if isinstance(x, list):
            for y in flatten(x):
                yield y
        else:
            yield x

",1,1,0.1604,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
class Node:
    def __init__(self, value=None, successor=None, successors=[], predecessors=[], incoming_nodes=[], outgoing_nodes=[]):
        self.value = value
        self.successor = successor
        self.successors = successors
        self.predecessors ...",0,0,0.1918,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .topological_ordering import topological_ordering


""""""
Driver to test topological ordering
""""""
def main():
    # Case 1: Wikipedia graph
    # Output: 5 7 3 11 8 10 2 9
    
    five = Node(5)
    seven = Node(7)
    three...",1,1,0.4741,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def next_permutation(perm):
    for i in range(len(perm) - 2, -1, -1):
        if perm[i] < perm[i + 1]:
            for j in range(len(perm) - 1, i, -1):
                if perm[j] < perm[i]:
                    next_perm = list(perm)
                    ...",0,0,0.2257,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def is_valid_parenthesization(parens):
    depth = 0
    for paren in parens:
        if paren == '(':
            depth += 1
        else:
            depth -= 1
            if depth < 0:
                return False

    return depth == 0

""""""
def...",1,1,0.3769,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def shunting_yard(tokens):
    precedence = {
        '+': 1,
        '-': 1,
        '*': 2,
        '/': 2
    }

    rpntokens = []
    opstack = []
    for token in tokens:
        if isinstance(token, int):
            rpntokens.append(token)
 ...",1,1,0.2711,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def longest_common_subsequence(a, b):
    if not a or not b:
        return ''

    elif a[0] == b[0]:
        return a[0] + longest_common_subsequence(a[1:], b[1:])

    else:
        return max(
            longest_common_subsequence(a, b[1:]),
     ...",1,1,0.1812,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .reverse_linked_list import reverse_linked_list


""""""
Driver to test reverse linked list
""""""
def main():
    # Case 1: 5-node list input
    # Expected Output: 1 2 3 4 5
    node1 = Node(1)
    node2 = Node(2, node1)
    nod...",1,1,0.2686,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

from collections import deque as Queue

def breadth_first_search(startnode, goalnode):
    queue = Queue()
    queue.append(startnode)

    nodesseen = set()
    nodesseen.add(startnode)

    while queue:
        node = queue.popleft()

        if no...",1,1,0.3142,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def find_first_in_sorted(arr, x):
    lo = 0
    hi = len(arr)

    while lo <= hi:
        mid = (lo + hi) // 2

        if x == arr[mid] and (mid == 0 or x != arr[mid - 1]):
            return mid

        elif x <= arr[mid]:
            hi = mid

 ...",0,0,0.2189,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def quicksort(arr):
    if not arr:
        return []

    pivot = arr[0]
    lesser = quicksort([x for x in arr[1:] if x < pivot])
    greater = quicksort([x for x in arr[1:] if x >= pivot])
    return lesser + [pivot] + greater

""""""
def quicksort(arr...",0,0,0.1947,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .minimum_spanning_tree import minimum_spanning_tree


""""""
Driver to test minimum spanning tree
""""""
def main():
    # Case 1: Simple tree input.
    # Output: (1, 2) (3, 4) (1, 4)
    result = minimum_spanning_tree({
        (1, 2): 10,
        (2, ...",0,0,0.3141,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def levenshtein(source, target):
    if source == '' or target == '':
        return len(source) or len(target)

    elif source[0] == target[0]:
        return levenshtein(source[1:], target[1:])

    else:
        return 1 + min(
            levenshte...",0,0,0.1792,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def wrap(text, cols):
    lines = []
    while len(text) > cols:
        end = text.rfind(' ', 0, cols + 1)
        if end == -1:
            end = cols
        line, text = text[:end], text[end:]
        lines.append(line)

    return lines

""""""
Wrap ...",1,1,0.2358,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

from collections import deque as Queue

def breadth_first_search(startnode, goalnode):
    queue = Queue()
    queue.append(startnode)

    nodesseen = set()
    nodesseen.add(startnode)

    while True:
        node = queue.popleft()

        if nod...",1,1,0.1977,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def kheapsort(arr, k):
    import heapq

    heap = arr[:k]
    heapq.heapify(heap)

    for x in arr:
        yield heapq.heappushpop(heap, x)

    while heap:
        yield heapq.heappop(heap)


""""""
K-Heapsort
k-heapsort

Sorts an almost-sorted ...",1,1,0.2461,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .breadth_first_search import breadth_first_search


""""""
Driver to test breadth first search
""""""
def main():
    # Case 1: Strongly connected graph
    # Output: Path found!
    station1 = Node(""Westminster"")
    station2 = No...",0,0,0.3828,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def hanoi(height, start=1, end=3):
    steps = []
    if height > 0:
        helper = ({1, 2, 3} - {start} - {end}).pop()
        steps.extend(hanoi(height - 1, start, helper))
        steps.append((start, end))
        steps.extend(hanoi(height - 1, helpe...",0,0,0.1776,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
class Node:
    def __init__(self, value=None, successor=None, successors=[], predecessors=[], incoming_nodes=[], outgoing_nodes=[]):
        self.value = value
        self.successor = successor
        self.successors = successors
        self.predecessors ...",0,0,0.177,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .depth_first_search import depth_first_search


""""""
Driver to test depth first search
""""""
def main():
    # Case 1: Strongly connected graph
    # Output: Path found!
    station1 = Node(""Westminster"")
    station2 = Node(""Wa...",1,1,0.3365,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def minimum_spanning_tree(weight_by_edge):
    group_by_node = {}
    mst_edges = set()

    for edge in sorted(weight_by_edge, key=weight_by_edge.__getitem__):
        u, v = edge
        if group_by_node.setdefault(u, {u}) != group_by_node.setdefault(v, ...",1,1,0.1864,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from heapq import *

def shortest_path_length(length_by_edge, startnode, goalnode):
    unvisited_nodes = [] # FibHeap containing (node, distance) pairs
    heappush(unvisited_nodes, (0, startnode))
    visited_nodes = set()

    while len(unvisited_nodes) ...",1,1,0.2949,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def find_in_sorted(arr, x):
    def binsearch(start, end):
        if start == end:
            return -1
        mid = start + (end - start) // 2
        if x < arr[mid]:
            return binsearch(start, mid)
        elif x > arr[mid]:
            re...",1,1,0.1749,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def is_valid_parenthesization(parens):
    depth = 0
    for paren in parens:
        if paren == '(':
            depth += 1
        else:
            depth -= 1
            if depth < 0:
                return False

    return True


""""""
Nested ...",1,1,0.2052,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
# Python 3
def possible_change(coins, total):
    if total == 0:
        return 1
    if total < 0:
        return 0

    first, *rest = coins
    return possible_change(coins, total - first) + possible_change(rest, total)



""""""
Making Change
change...",0,0,0.2653,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def detect_cycle(node):
    hare = tortoise = node

    while True:
        if hare.successor is None:
            return False

        tortoise = tortoise.successor
        hare = hare.successor.successor

        if hare is tortoise:
            retu...",1,1,0.1875,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def subsequences(a, b, k):
    if k == 0:
        return [[]]

    ret = []
    for i in range(a, b + 1 - k):
        ret.extend(
            [i] + rest for rest in subsequences(i + 1, b, k - 1)
        )

    return ret

",1,1,0.1771,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.707345004270247e-05
